Date,CloseUSD
1967-08-04,14.4673999
1967-08-07,561.25
1967-08-07,14.29339966
1967-08-08,561.780029
1967-08-08,14.35390015
1967-08-09,14.30869995
1967-08-09,562.419983
1967-08-10,560.940002
1967-08-10,14.294799800000002
1967-08-11,14.1447998
1967-08-11,558.400024
1967-08-14,13.69449951
1967-08-14,555.119995
1967-08-15,13.8372998
1967-08-15,555.76001
1967-08-16,554.48999
1967-08-16,13.54209961
1967-08-17,555.22998
1967-08-17,13.60900024
1967-08-18,556.070007
1967-08-18,13.60900024
1967-08-21,13.21540039
1967-08-21,553.219971
1967-08-22,13.40310059
1967-08-22,550.26001
1967-08-23,549.619995
1967-08-23,13.37030029
1967-08-24,13.50900024
1967-08-24,546.659973
1967-08-25,13.42170044
1967-08-25,544.440002
1967-08-28,13.35150024
1967-08-28,544.119995
1967-08-29,13.36839966
1967-08-29,545.599976
1967-08-30,546.97998
1967-08-30,13.36839966
1967-08-31,550.570007
1967-08-31,13.42680054
1967-09-01,13.52540039
1967-09-01,551.419983
1967-09-04,13.52540039
1967-09-05,13.71369995
1967-09-05,554.27002
1967-09-06,13.642299800000002
1967-09-06,555.22998
1967-09-07,13.53910034
1967-09-07,555.02002
1967-09-08,13.3748999
1967-09-08,555.02002
1967-09-11,555.969971
1967-09-11,13.31670044
1967-09-12,13.29719971
1967-09-12,558.719971
1967-09-13,13.33829956
1967-09-13,564.210022
1967-09-14,13.34660034
1967-09-14,565.059998
1967-09-15,565.47998
1967-09-18,566.859985
1967-09-18,13.44119995
1967-09-19,13.4252002
1967-09-19,564.320007
1967-09-20,13.4252002
1967-09-20,564.530029
1967-09-21,567.700012
1967-09-21,13.39189941
1967-09-22,13.5027002
1967-09-22,569.400024
1967-09-25,572.460022
1967-09-25,13.40380005
1967-09-26,567.390015
